Comment,Domain,Sarcasm
Brilliant that the app icon badge count is always wrong.,apps,Yes
Great — the 'fluffy' towels had the texture of sandpaper.,hotels,Yes
The outdoor heaters made an October dinner entirely comfortable.,restaurants,No
Brilliant — the podiatrist's orthotics fit neither foot.,healthcare,Yes
Brilliant child performance — directed to speak in a monotone.,movies,Yes
The product's companion app is polished and fully featured.,ecommerce,No
Great — the 'fluffy' towels had the texture of sandpaper.,hotels,Yes
Great — the CGI villain had less menace than a loading screen.,movies,Yes
Great — the 'nut-free' dessert contained ground almonds.,restaurants,Yes
Wonderful clinic — waited three hours past my appointment time.,healthcare,Yes
Wonderful — the return process took three months.,ecommerce,Yes
Passcode protection locks the app reliably when set.,apps,No
Fantastic — the protagonist solved the film's problem entirely by accident.,movies,Yes
Super — the hospital cafeteria served nothing a patient could actually eat.,healthcare,Yes
Fantastic — my patient records were lost three times.,healthcare,Yes
Great — the 'casual dining' required a jacket and a mortgage.,restaurants,Yes
Super — the allergy test results were emailed to the wrong patient.,healthcare,Yes
The hospital discharge was smooth and well-coordinated.,healthcare,No
Thrilled that half the menus redirect to a broken page.,apps,Yes
Brilliant — the farm-to-table restaurant's farm was a factory.,restaurants,Yes
Brilliant film — the plot made zero sense from beginning to end.,movies,Yes
Wonderful — the risotto had the creaminess of wet cardboard.,restaurants,Yes
Luggage storage was offered immediately at check-in.,hotels,No
Wonderful — the seller charged me twice and vanished.,ecommerce,Yes
The restaurant's charity partnership was displayed and explained.,restaurants,No
Wonderful — the 'lively atmosphere' meant a screaming baby beside me.,restaurants,Yes
Great — the action hero was allergic to logic.,movies,Yes
Loved the 'luxury' toiletries in a hostel-grade bottle.,hotels,Yes
The chronic disease nurse checks in monthly — very reassuring.,healthcare,No
Fantastic — the electric kettle took longer than a stovetop.,ecommerce,Yes
The child performances were the most natural I've seen.,movies,No
The film treated its non-Western setting with genuine care.,movies,No
Fantastic — the cocktail menu was sold out of every ingredient.,restaurants,Yes
The restaurant's outdoor kitchen added real drama to the experience.,restaurants,No
I ordered three times and every order was correct.,ecommerce,No
Fantastic — the sci-fi world's rules existed only to be broken.,movies,Yes
The supporting cast elevated every scene they appeared in.,movies,No
Great — the GPS accuracy has a 2 km margin of error.,apps,Yes
Wake-up call was on time — not a minute off.,hotels,No
An anniversary note and chocolates were a lovely touch.,hotels,No
Great special effects — the green screen was visible in every scene.,movies,Yes
The birthday table decoration was set up perfectly on arrival.,restaurants,No
Absolutely love the 500MB update that changed nothing.,apps,Yes
Absolutely love the 500MB update that changed nothing.,apps,Yes
Fantastic — the car cover flew off in a gentle breeze.,ecommerce,Yes
The outdoor heaters made an October dinner entirely comfortable.,restaurants,No
Fantastic — the beef wellington was raw in the centre.,restaurants,Yes
The production design created a world I believed completely.,movies,No
The specialist waited for me to take notes before continuing.,healthcare,No
Wonderful — the 'gourmet burger' had lettuce as its only vegetable.,restaurants,Yes
Reception resolved a noise complaint immediately.,hotels,No
Brilliant that the app icon badge count is always wrong.,apps,Yes
The physiotherapy plan reduced my pain within two weeks.,healthcare,No
Loved the spacious room that was the size of a cupboard.,hotels,Yes
Loved the 'modern' room with windows from 1975.,hotels,Yes
Loved the view of the dumpsters below my 'garden view' balcony.,hotels,Yes
Item weight is negligible — easy to carry all day.,ecommerce,No
Wonderful — the dentist used equipment that should have been sterile.,healthcare,Yes
Loved the action sequences — the editing made them unwatchable.,movies,Yes
Replacement part arrived the next day with no charge.,ecommerce,No
Fantastic — the film ended mid-scene and called it art.,movies,Yes
The blood test was painless and the results were prompt.,healthcare,No
The developer responded to my App Store review with a helpful fix.,apps,No
The receptionist found an earlier slot when one opened.,healthcare,No
The cleaning kit included every tool I needed.,ecommerce,No
Wonderful — the 'lively atmosphere' meant a screaming baby beside me.,restaurants,Yes
The colour palette shifted subtly with the emotional arc.,movies,No
The lunch special is one of the better deals in the area.,restaurants,No
The private room AV setup worked perfectly for our presentation.,restaurants,No
The documentary presented all sides fairly.,movies,No
Wonderful — the anti-aging cream aged my skin overnight.,ecommerce,Yes
Wonderful — the progress bar counts down but never ends.,apps,Yes
The sourdough bread was made in-house and genuinely excellent.,restaurants,No
The in-app browser opens links cleanly without redirects.,apps,No
The non-toxic materials were verified by the included certificate.,ecommerce,No
The developer responded to my App Store review with a helpful fix.,apps,No
Fantastic cinematography — couldn't see anything in the dark scenes.,movies,Yes
Great — the orthopedic insoles made my feet hurt more.,ecommerce,Yes
Great hotel — the 'ocean view' room faced a car park.,hotels,Yes
The icon badges update correctly and clear when viewed.,apps,No
Brilliant — the 'open kitchen' let me watch my order be forgotten.,restaurants,Yes
Superb delivery — arrived three weeks after the estimate.,ecommerce,Yes
Wonderful comedy — I laughed zero times.,movies,Yes
The concierge sourced tickets for a sold-out event.,hotels,No
The roof terrace had the best view of the city.,hotels,No
A script that respects the audience's intelligence throughout.,movies,No
The film earned its 'based on a true story' label.,movies,No
Great — the 'friendly staff' were friendly to everyone except me.,restaurants,Yes
Fantastic — the solar fairy lights require an extension cord.,ecommerce,Yes
Service was warm and attentive without being intrusive.,restaurants,No
Really love how every deep link opens the wrong screen.,apps,Yes
The pre-op consultation was detailed and reassuring.,healthcare,No
Wonderful — the world-building built to nothing.,movies,Yes
Weight listed matched actual weight — important for shipping.,ecommerce,No
"Great — the dialogue cracked every joke, then explained it.",movies,Yes
Overall build is solid with no visible seams or gaps.,ecommerce,No
Wonderful — the cable lock was opened with a paperclip.,ecommerce,Yes
Wonderful — the export feature creates corrupted files.,apps,Yes
The size guide was accurate; the fit was perfect.,ecommerce,No
The dermatologist identified the condition on the first visit.,healthcare,No
The in-room yoga mat and guide were a useful touch.,hotels,No
Fantastic — the comedy was funnier in the trailer than the film.,movies,Yes
Brilliant — the 'cooked to order' burger was clearly reheated.,restaurants,Yes
Loved the clinic's 'award-winning' service that felt award-losing.,healthcare,Yes
So impressed by the app that charges twice for one purchase.,apps,Yes
The in-app tutorial can be replayed from settings.,apps,No
Terrific onboarding — nine screens of permissions requests.,apps,Yes
Wonderful — the 'top-floor suite' was clearly a converted storeroom.,hotels,Yes
Fantastic — the car cover flew off in a gentle breeze.,ecommerce,Yes
Brilliant — the umbrella inverts in a light breeze.,ecommerce,Yes
The app loads quickly and syncs across devices seamlessly.,apps,No
So glad search results include items I already bought.,apps,Yes
Wonderful ending — they forgot to write one.,movies,Yes
Delivery driver left the item in the specified safe place.,ecommerce,No
The gratuity-included policy was transparent and appreciated.,restaurants,No
Parking validation was handled at the front desk in moments.,hotels,No
Great — the 'personalised' gift had someone else's name on it.,ecommerce,Yes
The pacing changes were intentional and effective.,movies,No
Streaming quality adapts well to my connection speed.,apps,No
The film's humour came from character rather than misfortune.,movies,No
The shuttle ran on schedule and the driver was helpful.,hotels,No
Loved the seamless experience of the app forgetting my cart.,apps,Yes
The hotel transferred my booking without any extra charge.,hotels,No
Brilliant — the late checkout I paid for was ignored.,hotels,Yes
Colour accuracy is great for a monitor at this price.,ecommerce,No
