Comment,Sentiment
The movie's soundtrack was appropriate without standing out.,neutral
The entire team seemed undertrained and overwhelmed.,negative
It performs adequately under normal conditions.,neutral
The course content was outdated and inaccurate.,negative
The script and direction were both outstanding.,positive
Works perfectly right out of the box.,positive
The rental car was clean and functional.,neutral
The delivery took the full allotted time.,neutral
The product stopped working after minimal use.,negative
The rental car was clean and functional.,neutral
The film was competently made but unremarkable.,neutral
I've been a loyal customer for three years and it keeps getting better.,positive
I appreciated the proactive communication about my order status.,positive
The product is unsafe and I nearly injured myself.,negative
The flavour was present but subtle.,neutral
I was told to wait and then forgotten entirely.,negative
The noise level in the restaurant was manageable.,neutral
The product is unsafe and I nearly injured myself.,negative
The bill was wrong by a significant margin.,negative
The movie held my attention without captivating it.,neutral
The product is reliable enough for occasional use.,neutral
The bill was wrong by a significant margin.,negative
The driver was rude and the vehicle was unsafe.,negative
The appointment ran slightly over time without impacting the quality.,neutral
The service was prompt without going above and beyond.,neutral
The movie had some interesting moments but also slow patches.,neutral
The service was adequate but not memorable.,neutral
The service was adequate but not memorable.,neutral
The store layout made finding everything easy.,positive
About what I expected for this price.,neutral
Decent quality for what it is.,neutral
The cheapest option I tested outperformed this premium one.,negative
